id,graph_Da,graph_Db,graph_Dc,graph_Dd,graph_De
1298,-0.0189,-0.0202,0.0916,-0.2026,-0.0949
1299,-0.01,0.1326,0.1896,-0.0868,-0.1757
1300,0.0217,-0.0851,0.1407,-0.1043,0.1608
1301,0,0,0,0,0
1302,0.0203,-0.1677,0.0885,0.1134,0.1966
1303,-0.0553,0.248,0.0000502,0.112,0.00235
1304,-0.1663,-0.011,-0.1752,0.1035,0.1306
1305,0.2632,-0.2308,-0.1868,0.1687,-0.1617
1306,0,0,0,0,0
1307,0.0056,-0.153,-0.182,0.0749,0.1701
1308,-0.0528,-0.1987,0.0303,0.2637,0.0561
1309,-0.3911,0.0782,-0.3237,-0.0738,-0.0236
1310,0.1213,0.3096,-0.1131,-0.1518,0.0587
1311,0.182,-0.1337,-0.1749,0.1228,-0.0757
1312,-0.0211,0.2475,0.2106,0.0927,0.1419
1313,-0.1529,-0.1251,0.1441,0.0214,0.1821
1314,0,0,0,0,0
1315,0,0,0,0,0
1316,0.2939,-0.1089,-0.0691,-0.1124,0.0253
1317,-0.1764,0.0887,-0.0416,-0.1148,0.0197
1318,-0.1663,0.2149,0.1826,-0.3188,-0.0734
1319,0,0,0,0,0
1320,-0.0307,0.0935,0.0254,0.1536,0.2087
1321,0,0,0,0,0
1322,-0.1009,0.0607,0.1226,-0.1649,0.3536
1323,0.1061,-0.0167,0.2813,-0.1084,-0.095
1324,0,0,0,0,0
1325,0,0,0,0,0
1326,0.0908,-0.0275,-0.2603,0.1413,0.0316
1327,0,0,0,0,0
1328,0,0,0,0,0
1329,-0.1217,-0.08,-0.0914,0.2253,-0.1885
1330,0.1157,-0.1687,0.0618,-0.0098,0.0404
1331,0.1372,0.0371,0.0612,0.0511,-0.1376
1332,0.0653,0.0919,-0.1198,-0.1652,-0.0815
1333,-0.1338,0.1664,0.1937,-0.0028,0.0393
1334,-0.0454,-0.059,0.0961,-0.0852,-0.0098
1335,0.0337,-0.1942,0.1194,0.2249,0.1306
1336,0,0,0,0,0
1337,0,0,0,0,0
1338,0,0,0,0,0
1339,0.0493,-0.0302,0.2563,-0.2629,-0.1078
1340,-0.2283,-0.2018,0.0208,-0.4584,-0.3275
1341,0.1277,0.0757,0.2306,0.0403,-0.0106
1342,0.0972,0.0504,-0.1644,0.0465,0.0273
1343,-0.065,-0.0358,-0.1762,0.029,0.1191
1344,-0.1014,-0.1653,0.0961,0.075,-0.0137
1345,0,0,0,0,0
1346,-0.0429,0.0652,-0.027,-0.0815,0.0818
1347,0.1475,-0.1241,0.0658,-0.141,0.1971
1348,0.2698,-0.055,0.1851,0.2708,0.1221
1349,-0.0643,0.1141,-0.0432,0.0175,0.1809
1350,0.063,0.0477,-0.0309,0.0622,-0.0953
1351,0,0,0,0,0
1352,0,0,0,0,0
1353,0,0,0,0,0
1354,-0.1627,0.1533,0.0052,0.1566,-0.1446
1355,-0.1306,0.037,0.0147,-0.0759,-0.0769
1356,0.1904,0.1193,-0.0736,-0.065,-0.0337
1357,0.1001,-0.0868,0.1175,0.1145,-0.2005
1358,0.1174,0.0591,0.0712,-0.1219,0.1779
1359,0.0483,-0.1002,-0.0196,0.0659,-0.0831
1360,-0.2858,0.1372,0.1516,0.0393,-0.0597
1361,0,0,0,0,0
1362,0,0,0,0,0
1363,0.1807,-0.1662,-0.3015,0.0264,0.0601
1364,0.0004,0.0844,0.0159,-0.2096,-0.2351
1365,-0.0324,0.1333,-0.1753,0.0944,-0.2099
1366,-0.033,-0.0834,-0.0269,0.1274,-0.2442
1367,0.0709,0.1071,-0.1707,0.0689,-0.1174
1368,0,0,0,0,0
1369,-0.083,0.0792,0.0693,0.0839,0.0993
1370,0.1121,-0.1395,0.1039,0.0044,0.2588
1371,0.0002,-0.2123,0.1227,-0.0186,0.1493
1372,0,0,0,0,0
1373,0.2205,-0.0313,0.0772,0.0499,0.0869
1374,-0.1595,0.0051,-0.0232,-0.2001,0.0623
1375,0.2029,-0.0544,0.2714,-0.0082,-0.1584
1376,0,0,0,0,0
1377,0.2361,-0.2108,0.0647,-0.0183,-0.1869
1378,0.1303,0.0568,-0.0985,-0.0082,-0.0608
1379,0.0408,0.123,-0.1467,0.025,0.0297
1380,-0.0809,-0.166,0.1605,0.0467,-0.0373
1381,0.065,-0.1682,0.2586,0.1696,0.0412
1382,-0.0958,-0.188,-0.0017,-0.1223,-0.0885
1383,-0.0446,0.03,-0.1544,-0.058,0.1637
1384,0.0907,-0.0101,0.0091,0.1077,-0.0212
1385,0,0,0,0,0
1386,0,0,0,0,0
1387,-0.1376,-0.0234,-0.0137,-0.0653,0.0096
1388,0.0302,0.1302,-0.1703,0.1587,-0.0725
1389,0.0431,-0.1104,0.164,-0.2509,0.1961
1390,0,0,0,0,0
1391,-0.1568,0.0227,-0.0566,0.0515,0.0244
1392,0.1677,-0.1089,-0.1253,-0.024,0.0701
1393,-0.1038,-0.0333,-0.1939,-0.1338,-0.046
1394,0.096,0.0441,-0.1562,0.0131,0.1559
1395,0.1354,-0.1746,0.0665,-0.2356,0.0914
1396,0.1306,-0.1224,-0.1804,0.1891,-0.0644
1397,0.0919,0.2083,-0.0049,0.0809,0.1028
1398,0,0,0,0,0
1399,-0.002,-0.1263,0.0834,-0.0131,0.0634
1400,0,0,0,0,0
1401,-0.0779,-0.0126,0.0517,0.2154,-0.2516
1402,-0.0438,0.0111,0.073,0.0104,-0.0122
1403,-0.0535,-0.1375,0.0902,0.1321,0.1983
1404,-0.2111,0.1372,-0.123,-0.1124,0.2619
1405,-0.0268,-0.0647,0.0052,-0.1792,-0.0368
1406,0.2235,0.2771,-0.0311,-0.1872,0.0745
1407,0,0,0,0,0
1408,-0.006,0.006,-0.0227,0.0743,0.0886
1409,0.1842,-0.3332,-0.028,-0.1554,-0.2402
1410,0.1219,-0.137,-0.0375,-0.1835,0.111
1411,0.1542,-0.0447,-0.1779,-0.0406,0.2817
1412,0.0743,-0.0767,-0.2414,0.0943,0.1418
1413,-0.00000719,0.0405,0.109,-0.232,0.0517
1414,0.1505,0.0616,0.1298,-0.1678,0.1723
1415,-0.1551,-0.0455,0.1842,-0.011,-0.0156
1416,-0.0544,-0.0444,-0.232,0.0045,-0.000139
1417,0.1069,-0.1201,0.1269,0.0741,-0.0126
1418,0.2687,0.0359,-0.0887,-0.1633,-0.2334
1419,-0.1436,-0.0237,0.1442,0.1012,0.2509
1420,0,0,0,0,0
1421,0,0,0,0,0
1422,0,0,0,0,0
1423,-0.117,-0.0441,-0.162,0.0000626,0.0478
1424,0.0107,0.1609,-0.1505,-0.0614,-0.1519
1425,0,0,0,0,0
1426,-0.2594,0.2018,-0.1976,-0.0588,0.0999
1427,0.2564,0.0578,-0.1286,-0.106,0.0199
1428,0.0661,-0.0598,-0.1412,-0.0631,0.0321
1429,-0.1885,0.1284,0.1123,0.0585,-0.2489
1430,-0.0614,0.0424,-0.099,0.0489,0.1769
1431,0.0217,-0.0657,0.1314,-0.1224,-0.0773
1432,0.3039,0.1392,0.0695,0.1164,-0.4848
1433,0.2992,0.2133,0.134,-0.0585,0.0672
1434,0.0219,0.0653,-0.0423,-0.0618,-0.0089
1435,0.0347,0.2258,-0.0271,0.0643,0.0345
1436,0.0534,0.0742,0.0949,0.0437,-0.1001
1437,0.0348,0.2033,0.1415,0.0533,-0.1551
1438,0.0954,0.0176,0.0565,-0.1261,0.1527
1439,0.1749,0.0127,-0.1331,-0.1402,-0.0024
1440,0.2897,-0.3075,-0.1156,-0.1611,0.2943
1441,0.0521,-0.0197,0.3404,0.108,0.0667
1442,-0.1537,-0.0004,-0.1924,0.1262,-0.1646
1443,-0.0526,-0.0566,0.0629,0.0165,0.1312
1444,-0.1419,0.0514,-0.1456,-0.0277,-0.0345
1445,0.2663,-0.0009,0.0087,0.1297,-0.1751
1446,0,0,0,0,0
1447,0.1631,0.0127,-0.086,-0.0446,-0.0052
1448,-0.0304,-0.0966,0.0184,-0.069,-0.1825
1449,0,0,0,0,0
1450,0,0,0,0,0
1451,-0.2347,0.1674,0.0935,0.1654,0.1183
1452,0.0006,0.0442,-0.1906,-0.0675,-0.0789
1453,0,0,0,0,0
1454,0.2209,0.2599,0.0985,-0.1271,-0.01
1455,0.1438,0.1294,0.1211,-0.1364,0.0238
1456,0,0,0,0,0
1457,-0.1969,0.1092,-0.1687,-0.1394,0.1553
1458,-0.1614,0.0811,-0.066,0.0047,0.0602
1459,0,0,0,0,0
1460,0,0,0,0,0
1461,-0.0444,0.0056,0.0542,-0.0935,0.0479
1462,0.0515,-0.0141,-0.0455,0.0839,-0.2862
1463,0,0,0,0,0
1464,0.029,0.1388,-0.0711,-0.0802,0.1726
1465,-0.0973,0.0613,-0.1886,0.1163,-0.1215
1466,-0.0453,-0.0522,-0.0314,-0.1415,0.2412
1467,0.0096,-0.1137,0.0569,-0.1206,-0.0809
1468,-0.25,-0.0903,-0.0311,0.0325,-0.3802
1469,0.0703,0.1516,0.162,0.2534,0.0824
1470,0.1404,0.1642,-0.1636,0.0136,0.0417
1471,0.0345,-0.1056,-0.1934,-0.1613,-0.0298
1472,-0.0109,0.2165,-0.2059,0.1383,0.1405
1473,0,0,0,0,0
1474,0,0,0,0,0
1475,0,0,0,0,0
1476,-0.1193,0.1733,-0.0689,0.0469,0.199
1477,0.0087,-0.1493,0.0336,0.2008,0.1788
1478,0.0829,-0.0294,0.0566,-0.0397,0.1689
1479,0.1365,0.1223,-0.0196,0.302,-0.3216
1480,-0.3487,-0.1606,0.0313,-0.1423,-0.14
1481,-0.0811,-0.2512,-0.0971,0.0008,-0.1548
1482,0.1081,-0.1502,-0.0397,0.0559,-0.0501
1483,-0.1592,-0.1036,0.1465,0.1439,-0.1288
1484,0.2574,-0.0107,-0.0292,0.2267,0.131
1485,0.0429,0.0625,0.0749,0.1096,0.1349
1486,0.0358,-0.0267,-0.0658,-0.1263,-0.0003
1487,0.0175,-0.1102,-0.2767,0.1435,-0.0607
1488,0,0,0,0,0
1489,0,0,0,0,0
1490,0.0171,0.0062,0.0682,-0.0729,0.074
1491,-0.2481,0.0894,0.0408,-0.1249,0.1673
1492,0.044,0.2653,0.201,-0.0425,0.0221
1493,0.098,0.074,0.1537,-0.1572,0.0408
1494,-0.0553,0.0251,0.1995,-0.0179,-0.1796
1495,0.1226,-0.044,0.0423,0.0072,0.1647
1496,0,0,0,0,0
1497,0.1301,0.0055,-0.0147,-0.103,-0.1508
1498,0,0,0,0,0
1499,0,0,0,0,0
1500,-0.1451,-0.1481,0.1055,0.0853,-0.1429
1501,0.042,0.0894,0.0645,0.0455,0.2729
1502,0,0,0,0,0
1503,0.1526,0.1744,0.119,0.1009,0.308
1504,0.0442,-0.0707,-0.1663,0.1455,-0.0818
1505,-0.0347,-0.1094,0.0318,0.0423,0.1087
1506,0.1167,0.0092,0.0031,-0.0424,0.0918
1507,-0.0019,0.2123,0.1799,-0.1339,0.1567
1508,0.0336,0.0955,-0.1855,-0.1695,-0.0864
1509,0.1883,0.2152,-0.1127,0.1457,0.1561
1510,-0.18,-0.1439,-0.2495,-0.0543,0.2481
1511,0.0209,-0.0273,0.1549,0.1539,0.1068
1512,-0.0563,0.1097,-0.1203,-0.12,-0.0288
1513,-0.0651,-0.0556,-0.0096,-0.3015,-0.0339
1514,0.1262,-0.1937,-0.1903,-0.0528,-0.0756
1515,-0.1802,-0.1118,0.1413,0.0622,0.1139
1516,0.1427,0.0102,-0.0292,-0.0088,0.0463
1517,0.3032,-0.01,0.0732,0.0675,0.1055
1518,0.012,-0.0185,0.0318,0.0643,-0.0064
1519,-0.1958,0.0776,0.0143,-0.026,0.0048
1520,-0.1963,-0.0065,-0.1968,0.087,-0.0624
1521,0,0,0,0,0
1522,0,0,0,0,0
1523,-0.1261,0.14,-0.0194,0.0439,0.03
1524,0,0,0,0,0
1525,-0.059,-0.061,0.1725,-0.0417,0.0896
1526,0,0,0,0,0
1527,0,0,0,0,0
1528,0,0,0,0,0
1529,0.1159,-0.1002,-0.0552,0.159,-0.0868
1530,-0.1291,0.0837,0.0723,0.04,0.0706
1531,0,0,0,0,0
1532,0,0,0,0,0
1533,0.1468,0.0969,-0.088,0.106,-0.2027
1534,0,0,0,0,0
1535,0.0454,-0.1843,0.0167,-0.0678,-0.2145
1536,0,0,0,0,0
1537,0.0944,-0.1308,-0.1222,0.0509,0.0008
1538,0,0,0,0,0
1539,-0.0661,-0.0771,0.1113,0.1723,-0.1653
1540,0.0419,0.0079,0.1902,0.0915,0.0942
1541,-0.11,0.1488,0.1021,0.1184,0.0112
1542,0.1136,0.2144,-0.1172,0.1375,0.0788
1543,-0.0742,0.0182,-0.2127,-0.0212,-0.058
1544,0.0584,0.0267,0.017,0.122,-0.0083
1545,-0.1296,-0.1019,0.0336,-0.0483,0.038
1546,-0.0299,-0.1541,0.0301,0.0035,0.0666
1547,-0.0354,-0.1022,0.0839,-0.1109,0.0859
1548,0.1392,-0.0723,-0.1658,-0.0446,0.0805
1549,0.0073,0.2163,0.0759,-0.0571,-0.0057
1550,0.0628,-0.0684,0.0414,0.0616,-0.1677
1551,0.0259,-0.1408,-0.0895,-0.0227,-0.1056
1552,0.0342,-0.0071,-0.0238,0.0281,-0.1223
1553,0.048,0.0292,0.253,-0.0459,0.06
1554,-0.1325,-0.1089,-0.1622,0.1046,0.1587
1555,-0.0957,0.0283,0.0205,-0.1591,-0.1272
1556,0.0605,-0.1709,-0.1503,-0.2245,0.0709
1557,-0.2576,-0.1412,0.1402,0.2076,-0.2332
1558,-0.2053,-0.1097,-0.197,0.042,0.0381
1559,-0.0005,0.0403,0.1293,-0.0626,0.0933
1560,-0.057,0.1359,-0.0492,0.131,-0.0129
1561,-0.1366,0.2145,0.0907,0.0209,0.0888
1562,-0.0671,-0.0645,-0.0113,-0.0619,-0.1058
1563,0.093,-0.099,-0.0426,0.0845,0.157
1564,-0.1291,0.1346,-0.1155,0.2693,0.1462
1565,-0.0917,0.2726,0.0723,-0.1292,-0.0121
1566,-0.0459,-0.1297,-0.122,-0.0797,-0.1498
1567,-0.0385,-0.0437,0.0398,-0.0824,-0.2971
1568,-0.0925,0.179,0.0381,0.0963,0.2171
1569,0.1592,0.1911,0.0292,0.1161,-0.1641
1570,0.0111,0.1441,-0.163,-0.2523,0.0801
1571,0.1416,0.0452,-0.0702,-0.0517,0.016
1572,0.075,-0.1367,-0.12,-0.0708,0.1167
1573,0.0736,0.3609,-0.0681,-0.2581,0.0692
1574,-0.0697,0.1904,-0.0326,-0.1596,-0.0271
1575,-0.0396,-0.0857,0.1193,0.2027,-0.0488
1576,0.0334,0.0607,-0.1176,-0.0381,0.0176
1577,-0.0953,-0.1627,-0.0809,0.1466,0.0185
1578,0.0212,0.0994,-0.1034,0.0679,-0.145
1579,-0.07,-0.0696,0.1372,-0.0666,-0.2385
1580,-0.1622,0.0181,0.0778,-0.1777,-0.0263
1581,0.0573,-0.17,-0.1275,0.0782,-0.0943
1582,-0.0948,-0.2219,-0.1506,-0.1305,0.1308
1583,0,0,0,0,0
1584,0.0196,-0.1187,0.1227,-0.0982,0.0015
1585,0.0789,0.0989,0.074,-0.1575,-0.0585
1586,-0.2221,0.167,-0.1299,0.4776,-0.3714
1587,-0.0842,-0.0583,0.0644,0.1263,0.2151
1588,0.2761,0.0464,0.2041,0.0797,-0.0407
1589,0,0,0,0,0
1590,0,0,0,0,0
1591,0,0,0,0,0
1592,-0.1546,0.1072,0.243,-0.1023,0.1426
1593,0,0,0,0,0
1594,0.1402,-0.0363,-0.0096,-0.185,0.2454
1595,0.169,-0.1529,-0.0241,-0.1265,-0.2686
1596,-0.1196,-0.1144,-0.045,-0.0096,0.0114
1597,0,0,0,0,0
1598,-0.1905,0.1088,0.2018,-0.1658,0.0988
1599,-0.2783,-0.0661,0.1379,0.2875,0.2077
1600,0.1364,-0.0099,0.007,-0.1719,0.0749
1601,-0.0452,0.1132,-0.0471,0.1841,-0.1201
1602,0.0863,0.2057,-0.1082,-0.0131,-0.2081
1603,-0.0297,-0.0411,0.1577,0.2202,0.1584
1604,0.0266,0.1324,-0.3429,0.0207,0.0554
1605,-0.1394,-0.0615,-0.0986,0.0995,-0.1049
1606,-0.0561,0.1051,0.0777,-0.0086,-0.1246
1607,-0.0627,0.1264,0.0427,0.1314,0.0589
1608,0,0,0,0,0
1609,0.1782,0.0647,0.1028,-0.0067,-0.0854
1610,0,0,0,0,0
1611,0.0128,-0.2027,0.1551,0.2578,-0.0211
1612,-0.2773,0.0468,0.0028,-0.04,0.0295
1613,0.0181,-0.0196,0.0548,0.1343,-0.1007
1614,-0.1473,0.1193,-0.0075,-0.1842,0.1002
1615,0.1121,0.0133,0.0247,-0.1824,-0.1126
1616,-0.1829,-0.0466,-0.1193,0.125,0.0177
1617,-0.0935,0.0744,0.0276,-0.1853,0.1608
1618,0,0,0,0,0
1619,0.1061,0.4663,0.04,0.1282,-0.073
1620,-0.0436,-0.268,0.1596,-0.0456,0.121
1621,0.403,-0.1659,0.0231,0.1896,0.145
1622,-0.0956,0.0542,0.0861,-0.0082,-0.1146
1623,-0.2035,0.0504,-0.1903,-0.0516,0.0197
1624,0.1297,-0.0376,0.1654,0.0554,-0.1032
1625,0,0,0,0,0
1626,-0.0749,0.1356,0.0156,-0.1018,-0.0396
1627,0,0,0,0,0
1628,0.1053,-0.2197,0.1607,-0.0753,0.0712
1629,0.011,-0.1843,0.1928,0.1254,-0.1557
1630,-0.0764,-0.0507,0.1407,-0.1081,0.026
1631,0.1707,0.0345,-0.1305,0.0695,-0.0239
1632,0.0411,-0.1625,-0.0852,0.0856,0.2563
1633,-0.2522,0.0172,0.3661,0.3682,0.232
1634,0.0376,-0.0851,0.0126,0.2232,-0.1142
1635,0.1538,-0.1011,0.0296,0.045,-0.0863
1636,0.3581,0.1779,-0.1926,-0.1103,0.1578
1637,-0.2834,-0.0124,0.112,-0.1708,-0.1097
1638,-0.1509,-0.0605,0.195,0.2196,-0.0958
1639,-0.0107,-0.257,-0.0492,0.1416,-0.1857
1640,-0.0967,-0.6064,0.1154,-0.147,-0.2237
1641,-0.178,0.093,0.05,0.268,0.2021
1642,0.2036,0.0193,0.0223,-0.157,-0.0279
1643,0,0,0,0,0
1644,0,0,0,0,0
1645,0,0,0,0,0
1646,-0.0264,-0.0404,-0.2473,0.0752,0.0132
1647,-0.1878,0.0571,-0.1773,0.1069,-0.1453
1648,0.2058,0.1382,0.1403,0.0637,0.103
1649,0,0,0,0,0
1650,0,0,0,0,0
1651,-0.0817,-0.033,-0.1018,0.1184,0.1159
1652,0.0386,0.1078,0.188,0.1544,0.136
1653,0,0,0,0,0
1654,0,0,0,0,0
1655,0,0,0,0,0
1656,0,0,0,0,0
1657,0.0128,-0.0902,0.0517,0.1494,-0.1276
1658,0,0,0,0,0
1659,0,0,0,0,0
1660,-0.0106,-0.0554,0.1175,-0.124,-0.1081
1661,0,0,0,0,0
1662,0.1043,0.0774,-0.1042,0.1748,0.0928
1663,-0.021,-0.0375,0.0915,0.0182,0.0593
1664,-0.118,0.0637,0.046,0.0574,-0.0931
1665,-0.2573,-0.1825,0.2554,-0.0269,0.0175
1666,-0.2452,-0.2463,-0.1604,-0.1635,-0.1508
1667,0.037,-0.2439,0.005,0.0587,0.1705
1668,-0.0148,-0.1699,-0.1815,-0.0398,-0.3867
1669,-0.0296,-0.0955,0.0363,0.0273,0.1255
1670,-0.073,-0.1162,-0.0479,0.1344,-0.211
1671,-0.1491,-0.1678,-0.151,0.1048,0.1454
1672,0.2042,-0.1576,0.0532,-0.1965,-0.0962
1673,-0.0286,0.0382,-0.165,-0.1314,0.1269
1674,0.352,0.0262,0.0506,0.0423,-0.0752
1675,0.1673,-0.0833,0.1169,0.1947,-0.0958
1676,-0.02,-0.1859,0.1303,0.0667,-0.0131
1677,0.1514,-0.083,0.1596,-0.0694,-0.1227
1678,-0.0771,-0.1681,-0.0867,-0.086,0.0097
1679,-0.0092,0.0602,0.0995,-0.0481,0.0871
1680,-0.1818,-0.055,-0.0251,0.1975,0.117
1681,-0.0423,0.1598,-0.1217,-0.1434,-0.0962
1682,-0.1204,-0.0888,-0.1491,-0.2056,0.0883
1683,-0.002,0.0949,0.1316,-0.0977,-0.1476
1684,-0.2311,0.2175,-0.0652,-0.0123,0.0153
1685,0.0609,0.082,0.0711,0.0727,0.0857
1686,-0.1573,0.1326,0.0033,-0.1698,-0.06
1687,-0.2185,-0.044,0.1177,0.0447,-0.0178
1688,0.125,-0.0319,-0.0488,0.0118,0.0428
1689,-0.0551,0.055,-0.1481,-0.0437,-0.1155
1690,0.2196,-0.0405,-0.133,-0.3826,0.0593
1691,-0.002,-0.1183,-0.0829,-0.146,0.0541
1692,0.05,0.0092,-0.154,0.021,0.0078
1693,0.1988,-0.2118,0.1997,-0.2791,-0.061
1694,0,0,0,0,0
1695,-0.2085,0.1857,-0.0649,-0.0509,0.1048
1696,0,0,0,0,0
1697,0,0,0,0,0
1698,0,0,0,0,0
1699,0.0647,0.0246,0.0122,0.0453,-0.0032
1700,-0.0729,-0.0954,-0.0692,-0.002,0.0747
1701,-0.1466,-0.0565,0.1506,-0.1276,0.0537
1702,-0.1559,0.2391,-0.222,-0.0776,-0.2114
1703,0.1224,-0.0248,0.0125,-0.1297,0.1972
1704,0.1572,0.0317,0.0597,0.0304,-0.098
1705,0.1234,0.0317,-0.0848,-0.1801,-0.0759
1706,-0.0348,0.0465,0.199,0.0535,0.1019
1707,0,0,0,0,0
1708,0.0999,0.0199,0.1201,-0.0733,0.0201
1709,-0.0268,-0.1555,-0.1047,0.1096,0.0913
1710,0.192,-0.1407,0.1091,-0.1212,-0.0204
1711,0.0388,-0.1364,0.0628,0.0709,0.0666
1712,-0.1905,0.1669,-0.0459,0.11,0.083
1713,0.1923,0.0713,0.0837,0.0708,-0.1789
1714,0,0,0,0,0
1715,-0.0191,0.0226,0.1108,-0.3088,0.0628
1716,0.0726,-0.1933,-0.1441,-0.1219,0.1688
1717,-0.1308,0.133,-0.092,0.3127,-0.0637
1718,0.2008,0.1889,-0.0464,0.2278,-0.1007
1719,-0.0669,-0.0859,-0.0218,-0.0408,-0.1265
1720,-0.176,-0.0783,0.1185,0.1812,0.1116
1721,0.0714,-0.1416,0.0998,-0.0254,0.1195
1722,-0.0608,-0.1075,-0.1064,-0.0299,-0.1177
1723,-0.0242,-0.0289,0.0859,0.0682,0.1693
1724,-0.0467,0.1669,0.0162,-0.1235,-0.0305
1725,-0.1746,-0.0318,-0.0956,-0.1139,-0.1588
1726,-0.138,0.2096,0.0182,-0.0505,-0.1775
1727,0.1055,0.0512,0.1369,-0.1347,-0.0765
1728,0.2045,0.0163,0.0351,-0.0166,0.0803
1729,-0.0583,0.0827,0.1517,-0.0354,0.1716
1730,-0.0444,-0.1048,0.0897,-0.2037,0.0505
1731,0.011,-0.0267,-0.0913,-0.2034,0.0742
1732,0.1101,0.1753,0.1388,0.1027,0.0363
1733,0.0233,-0.129,0.0891,0.0246,-0.1114
1734,0.0223,-0.2414,0.1227,-0.1605,0.1267
1735,0.1455,0.0686,0.1272,0.1571,-0.0373
1736,0.1738,-0.1768,-0.1469,-0.323,0.1766
1737,0.0885,0.2376,-0.2466,-0.1613,0.1558
1738,0,0,0,0,0
1739,-0.1178,0.2275,0.1907,0.0279,0.1669
1740,0.104,-0.0099,0.1709,-0.0907,-0.0209
1741,0.0491,-0.1452,-0.1305,0.014,0.1325
1742,-0.1414,0.2792,0.0005,-0.1579,0.0474
1743,0,0,0,0,0
1744,-0.0859,0.2681,-0.2179,0.0579,-0.084
1745,0.0588,-0.0973,0.1685,-0.1647,-0.1252
1746,0.0065,0.1175,0.0312,-0.0334,0.0821
1747,0.167,0.0117,-0.1288,-0.0789,-0.1669
1748,-0.0731,0.1947,-0.089,-0.02,0.0361
1749,0.1549,-0.1438,0.0016,-0.1848,0.1422
1750,-0.2132,0.0584,-0.1534,-0.0967,0.1674
1751,-0.0675,-0.0054,-0.0597,0.0963,-0.3138
1752,0.0985,0.099,0.1785,-0.1672,0.2927
1753,-0.0197,0.1579,0.2514,-0.0478,-0.1492
1754,0.234,-0.1433,0.1376,0.2081,-0.1155
1755,0.0643,-0.2099,0.0285,0.1501,-0.0376
1756,0.2022,-0.0576,-0.1636,0.0902,-0.1698
1757,0.0468,0.0186,0.1428,0.1828,-0.0575
1758,0.0662,0.0942,-0.2836,-0.1194,-0.0612
1759,0.1374,0.0014,-0.0086,-0.0314,0.2297
1760,0.1847,-0.099,0.0795,-0.0426,-0.2227
1761,-0.0298,-0.0719,-0.1831,0.121,-0.0737
1762,-0.0207,-0.0544,0.177,0.079,0.0793
1763,-0.228,0.0935,-0.2103,0.1413,-0.0689
1764,0.1602,-0.1953,-0.0827,0.2662,0.0892
1765,0.0691,-0.0889,0.006,0.0922,0.0515
1766,-0.1023,-0.1448,-0.1077,0.0328,0.0065
1767,-0.0676,0.0589,-0.0011,-0.0263,-0.0549
1768,0.017,0.0749,0.1046,0.0356,-0.0646
1769,0.1521,0.0898,0.0527,0.1841,0.1552
1770,0.1924,0.1372,-0.0024,-0.1476,0.1755
1771,-0.0779,-0.193,0.0201,0.0463,-0.0706
1772,-0.0472,-0.0984,0.1903,0.214,0.1134
1773,-0.1864,-0.1788,0.154,0.1493,-0.0977
1774,-0.0804,-0.0621,-0.1314,0.0785,0.0337
1775,0.3087,0.2992,-0.168,0.0448,0.185
1776,-0.1752,-0.0742,-0.1127,-0.2316,0.0544
1777,0.2595,-0.0257,0.1279,-0.2052,0.0355
1778,-0.1665,-0.0791,0.2281,0.1987,0.1484
1779,-0.0261,-0.0294,0.1211,0.1235,-0.1551
1780,0.1344,-0.1035,-0.0465,0.0025,0.1925
1781,-0.0239,-0.1142,-0.2177,-0.0263,-0.0242
1782,0.0675,-0.0208,0.0669,-0.1127,0.0687
1783,-0.0768,0.0143,-0.1843,-0.0416,0.2292
1784,-0.2256,-0.1711,-0.0928,-0.1038,-0.0423
1785,-0.1663,0.2727,-0.1855,-0.1337,0.1672
1786,-0.0252,-0.0117,0.0131,-0.0877,0.3353
1787,0,0,0,0,0
1788,0.1583,0.1904,0.0729,0.0089,0.1291
1789,-0.0386,0.0673,0.1879,0.0243,-0.1353
1790,-0.0799,-0.0552,-0.1277,-0.2198,-0.0417
1791,-0.0492,-0.0193,-0.1337,-0.0474,0.0075
1792,-0.1069,-0.2247,0.0699,0.0181,0.0398
1793,-0.0829,0.0973,0.1813,0.0783,0.123
1794,0.006,0.0449,0.0989,-0.0542,-0.1937
1795,-0.1627,0.0103,-0.0768,-0.1095,0.1475
1796,-0.1045,-0.1611,-0.1559,0.0003,-0.0958
1797,0.0202,-0.2069,0.0185,0.1935,-0.136
1798,-0.0009,0.2652,0.1286,0.1818,-0.1224
1799,0.1692,0.0171,-0.1242,0.1019,0.1341
1800,0,0,0,0,0
1801,-0.2442,-0.0705,0.3077,-0.1903,-0.1865
1802,0,0,0,0,0
1803,-0.1155,-0.104,0.0704,0.0692,-0.0693
1804,-0.1333,0.2032,0.0843,-0.0633,0.0101
1805,0.0444,0.0528,0.1022,0.0602,-0.0679
1806,-0.1114,-0.1433,-0.0118,0.2999,-0.0901
1807,-0.083,-0.0894,-0.0002,-0.0281,-0.0574
1808,0,0,0,0,0
1809,0.2253,-0.1083,0.1294,0.1088,-0.2509
1810,-0.1293,0.1212,0.0763,0.1468,-0.0446
1811,-0.0624,0.0955,0.0725,-0.0478,0.1056
1812,-0.2151,-0.1049,0.008,-0.093,0.043
1813,0,0,0,0,0
1814,-0.1749,-0.0261,-0.0347,-0.0096,-0.0101
1815,0.1541,-0.1319,0.2141,-0.0815,0.0415
1816,0.0782,0.0681,0.0761,0.2474,0.051
1817,0.1913,0.0246,-0.1567,0.0003,0.1882
1818,0,0,0,0,0
